text,page,big_category,small_category,detail,URL,file_1,file_2,file_3,file_4,file_5,file_6,file_7,file_8,file_9,file_10
"大分類：積雪、寒冷時の取り扱い,小分類：積雪、寒冷時の取り扱い以下の文章についての説明：冬などの寒冷時で走行中に注意することや点検することについて説明している走行中の点検と注意
ブレーキの凍結
積雪、寒冷時ではブレーキ装置に付着した水が凍結し、ブレーキの効きが悪くなることがあります。その際には、前後の車に十分注意して、ブレーキペダルを軽く踏みながら低速で走行し、ブレーキパッドのしめりを乾かしてください。
注意
● 万一、ブレーキの効きが回復しないときは、ただちにダイハツサービス工場で点検を受けてください。
雪道、凍結路の注意
注意
● 雪道や凍結路では、急加速、急減速、急ブレーキ、急ハンドルをさけてください。スリップして方向性を失い事故につながるおそれがあります。
走行中の雪の付着
雪道走行時、タイヤハウス裏側に付着した雪が氷結し、次第にたい積してハンドルのきれが悪くなることがあります。ときどき異常のないことを確認してください。ランプ類などは、走行中に雪のために暗くなることがあるので、ときどき異常のないことを確認してください。
パンク時の対応
タイヤパンク応急修理セットで応急修理をしてください。（タイヤパンク応急修理セット→ 220 ページ）",213,積雪、寒冷時の取り扱い,積雪、寒冷時の取り扱い,冬などの寒冷時で走行中に注意することや点検することについて説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=213,,,,,,,,,,
"大分類：積雪、寒冷時の取り扱い,小分類：積雪、寒冷時の取り扱い以下の文章についての説明：冬などの寒冷時で走行した後に注意することを説明している積雪、寒冷時の取り扱い
走行後の取り扱い
駐車方法
屋外に駐車するときは、車の前部を風下や日の当たる方向に向けて止めてください。エンジンが冷えすぎると、始動しにくくなることがあります。
また、ワイパーアームは起こしてください。雪の重みでワイパーアームが変形したり、ブレード部（ゴムの部分）が、ガラスに凍結したりすることがあります。

警告
雪が積もった場所や降雪時に駐車するときは、エンジンをかけたままにしないでください。エンジンをかけた状態で車の周りに雪が積もると、排気ガスが車内に侵入して一酸化炭素中毒事故を起こすおそれがあります。

注意
寒冷時は駐車ブレーキをかけるとブレーキ装置が凍結して駐車ブレーキが解除できなくなるおそれがありますので使用しないでください。シフトレバーをCVT車はPの位置、マニュアル車は1速またはR（後退）に入れて輪止めを置いてください。
*輪止めはダイハツサービス工場で購入できます。
知識
軒下や樹木の下での駐車はさけてください。落雪で車体を損傷するおそれがあります。

洗車方法
凍結防止剤をまいた道路を走行したときは、早めに下回りと足回りを洗車してください。放置すると腐食の原因となります。洗車後は凍結防止のため水分をよくふき取ってください。

知識
ドアのキー挿入口やドア周り・ルーフ周りのゴム部の水分は特によくふき取ってください。

格納方法
長時間使わないで屋外に放置しておくときは、塗装面の保護とドア周りの凍結を防ぐために、ボディーカバーを使用してください。

注意
エンジンの冷えすぎを防ぐために毛布でおおったり、フロントグリルに段ボールや、新聞紙を挟み込まないでください。これがもとで燃え出す危険があります。",214,積雪、寒冷時の取り扱い,積雪、寒冷時の取り扱い,冬などの寒冷時で走行した後に注意することを説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=214,,,,,,,,,,
"大分類：いざというときに,小分類：工具類以下の文章についての説明：何かトラブルが起きた際の工具類の格納場所について説明しているいざというときに
工具類の格納場所

ジャッキ、工具、タイヤパンク応急修理セットは、トランク内のラゲージアンダーボックスに収納しています。
（ジャッキの使いかた→217ページ）
（けん引されるとき→231ページ）
（タイヤパンク応急修理セット→220ページ）
（エマージェンシーツール→241ページ）

タイヤパンク応急修理セットについて使用するときは、袋から出してください。

いざというときに
工具類 ジャッキの使いかた

注意
・ジャッキ、工具、タイヤパンク応急修理セットは所定の位置にしっかり固定してください。室内を心に放置すると、急ブレーキ時などに工具等が体に当たると、大変危険です。
タイヤパンク応急修理セットを取り出したときは
・緩衝材が入っている場合は、必ず同封して収納してください。",216,いざというときに,工具類,何かトラブルが起きた際の工具類の格納場所について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=216,page216_1.png,page216_2.png,,,,,,,,
"大分類：いざというときに,小分類：工具類以下の文章についての説明：
ジャッキの使いかた
警告
・ジャッキアップした車の下には絶対にもぐらないでください。万一ジャッキが外れると大変危険です。
・ジャッキアップするときはジャッキの上下に物を挟まないでください。
・ジャッキアップするときは、必ず、駐車ブレーキをかけ、CVT車はパワレバーをPレンジに、マニュアル車は1速に入れて、輪止めをしてください。車が動き出すおそれがあり危険です。
・ジャッキは砂や石ころのない安定した平らなかたい場所を選んでセットしてください。ジャッキアップしたとき、車が動き思わぬ事故につながるおそれがあります。
・車に備え付けのジャッキは、タイヤの交換、タイヤパンク応急修理およびタイヤチェーンの脱着以外には使用しないでください。
・ジャッキアップするときは、交換するタイヤと対角線上にあるタイヤの前後に輪止めをしてください。
・ジャッキは、セット位置以外にかけないでください。外れたり、車を損傷するおそれがあります。
・ジャッキアップするときは、人や物を車から降ろしてください。
・ジャッキは、伸ばしきると不安定になります。タイヤが地面から3cm以上離れないようにしてください。
・ジャッキアップしているときは、エンジンをかけないでください。
・タイヤのローテーション時などに、車載のジャッキを用いて、両車輪同時に上げるようなことはしないでください。接地しているタイヤが動き、車体がずれるおそれがあります。

注意
・車に備え付けのジャッキは、お客様のお車専用です。ほかの車に使用したり、ほかの車のジャッキをお客様の車に使用しないでください。車を損傷したり、思わぬ事故につながるおそれがあります。

いざというときに 工具類

ジャッキをセットする位置
取り替えるタイヤに近いジャッキセット位置にセットします。

注意
●ジャッキは必ずジャッキセット位置にセットしてください。

ジャッキのかけかた
操作手順
1. ジャッキを手で回して、セット位置まで上げる
2. ジャッキが確実にセット位置にかかっていることを確認し、ジャッキハンドルを使って、タイヤが地面から少し離れる位置まで車を持ち上げる

知識
●ジャッキハンドルは図のように組み立てて使用してください。

ガレージジャッキ（市販品）を使用する場合
ガレージジャッキを使用する場合は、図のガレージジャッキ位置にセットしてジャッキアップを行ってください。その際は、必ずリジッドラック（市販品）をリジッドラックセット位置にセットしてください。
注意
●ガレージジャッキおよびリジッドラックは、必ず正しい位置にセットしてください。正しい位置にセットしていないと、けがをしたり、車が損傷したりするおそれがあります。
●ガレージジャッキがセット位置以外の底面にぶつからないように確認しながら差し入れてください。
●ガレージジャッキのロッド部分をバンパーなどへぶつけないようにジャッキアップしてください。",217,いざというときに,工具類,,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=217,page218_1.png,page218_2.png,page218_3.png,page219_1.png,,,,,,
"大分類：いざというときに,小分類：工具類以下の文章についての説明：タイヤパンク応急修理セットの内容物確認と注意点について説明しているタイヤパンク応急修理セット
タイヤパンク応急修理セットは、コンプレッサーで空気とパンク穴をふさぐ修理剤を同時に充填して、軽度なパンクを応急修理することができます。
● タイヤパンク応急修理セット装着車には、応急用スペアタイヤは装着されていません。
● タイヤパンク応急修理セットは、応急時のタイヤ修理用です。応急修理後は、すみやかにタイヤの交換、またはダイハツサービス工場で、点検、修理を受けてください。
注意
修理剤について
● 飲用すると体に害があります。もし誤って飲用された場合は、できるだけたくさんの水を飲み、ただちに医師の診察を受けてください。
●目に入ったり皮膚に付いたりした場合には、ただちに水でよく洗い流してください。それでも異常を感じたときは、医師の診察を受けてください。
● 衣服などに付着した場合はすぐに拭き取ってください。衣服にしみこむと取れなくなるおそれがあります。
知識
●タイヤパンク応急修理セットは、指定の場所に格納してください。また、お子さまが誤って手を触れないようご注意ください。（格納場所→ 216 ページ）
コンプレッサーについて
● パンク応急修理専用です。そのほかの目的で使用しないでください。
● DC12V 専用です。ほかの電源での使用はできません。
●コンプレッサーを使用する際、故障の原因となりますので下記のことをお守りください。
● 40 分以上連続して使用しない
● 降雨時など、水がかからないようにする
● 砂ぼこりなどを吸い込ませない
● 使用中に、動作が鈍くなったり、本体が熱くなったりしたときは、ただちに電源を“OFF”にし、30 分以上放置する
● 分解、改造などは絶対にしない
● 強い衝撃や圧力を加えない",220,いざというときに,工具類,タイヤパンク応急修理セットの内容物確認と注意点について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=220,page220_1.png,,,page218_4.png,,,,,,
"大分類：いざというときに,小分類：工具類以下の文章についての説明：タイヤパンク応急修理セット自体の点検と、タイヤパンク応急修理セットが使えない状況について説明しているタイヤパンク応急修理セットの点検
いざというとき使用できるようにタイヤパンク応急修理セットの日常点検を実施してください。
●修理剤の有効期限の確認
●アクセサリーソケット電源の確認（電化製品などを作動させて点検してください）
●コンプレッサー作動の確認（コンプレッサーの電源プラグをアクセサリーソケットに差し込み、エンジンを始動します）

タイヤパンク応急修理セットが使用できない状況
下記のような場合は、タイヤパンク応急修理セットによる応急修理ができません。ダイハツサービス工場またはJAFなどにご連絡ください。
●修理剤の有効期限が切れている
●約4mm以上の切り傷や刺し傷がある
●タイヤサイド部が損傷を受けている
●ほとんど空気の抜けた状態で走行した
●タイヤがリムの外側に完全に外れている
●リム部が破損している
●タイヤが2本以上パンクしている（修理剤はタイヤ1本分です）

*別冊の「メンテナンスノート」を参照してください。",221,いざというときに,工具類,タイヤパンク応急修理セット自体の点検と、タイヤパンク応急修理セットが使えない状況について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=221,page221_1.png,page221_2.png,page221_3.png,page221_4.png,page221_5.png,page221_6.png,,,,
"大分類：いざというときに,小分類：工具類以下の文章についての説明：タイヤの応急修理方法
タイヤ接地部に刺さった釘やネジなどによる軽度のパンクは、タイヤパンク応急修理セットで応急修理を行うことができます。
知識
●タイヤに刺さった釘やネジなどは抜かずにそのまま応急修理してください。
▼ タイヤパンク応急修理セットの格納場所
▼ 応急修理のしかた
注意
● 路上で作業を行うときは、交通のさまたげにならず、安全に作業ができる地面が硬くて平らな場所に移動してください。その際は非常点滅灯を点滅させ、停止表示板を使用してください。
1 修理剤ボトルとコンプレッサーを取り出す
注意
● 緩衝材が入っている場合は、応急修理後に破棄しないよう注意してください。（交換用修理剤ボトルには、緩衝材が入っていませんので再使用してください）
2 コンプレッサーからホースと電源プラグを取り出す
3 修理剤ボトルをよく振る
● 修理剤ボトルはホース、およびコンプレッサーに固定する前に振ってください。

4 コンプレッサーに修理剤ボトルを強く押し込み固定する
●ボトルのツメが固定されるまで、しっかりと押し込んでください。
5 修理剤ボトルにホースを差し込む
●ホースのツメが固定されるまで、しっかりと押し込んでください。
注意
● 接続部が確実に固定されていることを確認してください
6 パンクしたタイヤのバルブキャップを取り外す

7 ホースの口金からホース栓を取り外す
8 ホースの口金をパンクしたタイヤのバルブに接続する
● ホースの口金を回して最後までしっかりとねじ込みます。
9 コンプレッサーの電源が ""OFF"" になっていることを確認する
10 コンプレッサーの電源プラグを車両のアクセサリーソケットに差し込む
注意
手順9までの作業を終えてから、アクセサリーソケットに差し込んでください。

11 修理剤ボトルの速度制限シールをはがす
12 速度制限シールを運転者のよく見えるところに貼る
警告
速度制限シールは、ハンドルのパッド部などエアバッグ展開面に貼らないでください。SRSエアバッグが正常に作動しなくなり、重大な傷害を受けるおそれがあります。また、メーターやウインドガラスなど、運転のさまたげになるようなところに貼らないでください。思わぬ事故につながるおそれがあり危険です。
13 タイヤの指定空圧を確認する
● 指定空気圧は運転席側ドア開口部に記載しています。
14 エンジンを始動する
15 コンプレッサーの電源を ""ON"" にし、修理剤と空気を充填する
注意
●コンプレッサーは 40 分以上連続して使用しないでください。モーターが過熱し損傷するおそれがあります。
知識
● 5 分以内に昇圧し始めない場合、タイヤをジャッキで浮かせて手で 2 ～ 3 回以上回し、修理剤をタイヤ全体にいきわたらせてから、再度昇圧操作を行ってください。（ジャッキの使いかた→ 217ページ）

いざというときに 工具類

16 空気圧ゲージで確認しながら、指定空気圧になるまで昇圧する
 - コンプレッサーの電源を ""ON"" にしたあと、しばらくは修理剤を注入するため、一時的に空気圧ゲージが約300～400kPaまで上がります。
 - 1分程度（低温の場合は5分程度）で実際の空気圧表示になります。
 - 指定空気圧になるまで昇圧します。
● 次の場合は、タイヤがひどい損傷を受けている可能性があるため、タイヤパンク応急修理セットで修理することができません。ダイハツサービス工場、またはJAFなどにご連絡ください。
・修理剤が5分以内に充填できない
・25分以内に指定空気圧まで上がらない
知識
・ダイハツサービス工場、またはJAFロードサービスについては別冊の「メンテナンスノート」を参照してください。

17 指定の空気圧まで昇圧できれば、コンプレッサーの電源を ""OFF"" にする
▼ 空気を入れすぎてしまったときはホースの口金をゆるめて空気を抜いてください。

注意
・タイヤの空気を抜くときに、充填した修理剤が飛散するおそれがあります。修理剤が目に入らないように注意してください。

18 アクセサリーソケットから電源プラグを抜き、タイヤのバルブからホースの口金を取り外す

知識
・ホースの口金を取り外すときに修理剤がもれることがあります。

19 バルブキャップを応急修理したタイヤのバルブに取り付ける

20. ホースの口金にホース栓を取り付ける
注意
●コンプレッサーに取り付けた修理剤ボトル、ホース、ホース栓は取り外さないでください。取り外すとボトル内に残った修理剤がこぼれるおそれがあります。
21. いったんボトル、コンプレッサー、ホースを接続したまま、ラゲージルームに収納する
22. 空気が抜けるのを防ぐため、すみやかに走行を開始する
● 急加速・急ブレーキ・急ハンドルをさけ、80km/h 以下で慎重に運転してください。
23. 約５km 程度走行後、交通のさまたげにならない安全な場所に停車し、エンジンスイッチを“OFF”にする
24. タイヤの空気圧を空気圧ゲージで確認する
●コンプレッサーを車両に接続する
●エンジンを始動する
●コンプレッサーの電源を“ON”にして作動させたあと、電源を“OFF”にして空気圧ゲージで確認する
25. 指定空気圧であれば、パンク応急修理を完了する
● 130kPa 以上で指定空気圧に満たない場合は、手順 6 ～ 23 を繰り返し行って、指定空気圧まで昇圧してください。
▼ 空気圧が 130kPa 以下に低下していたら
● タイヤパンク応急修理セットによる修理はできません。走行を中止し、ダイハツサービス工場、または JAF などにご連絡ください。
26. 異常がなければ、すみやかにダイハツサービス工場まで走行する
● 急加速・急ブレーキ・急ハンドルをさけ、80km/h 以下の車速で慎重に運転してください。
● 100km 以上の距離を走行しないでください。
応急修理後の処置
修理剤を使用したタイヤは、すみやかに交換、修理を行ってください。交換、修理についてはダイハツサービス工場にご相談ください。
知識
● 修理業者等にタイヤ交換または修理を依頼する際には、タイヤパンク応急修理セットを使用したことを知らせてください。
●ホイールは、付着した修理剤をふき取れば再使用できますが、タイヤのバルブは新しい物と交換してください。
● 修理剤とホースは再使用できません。使用後は新しい修理剤とホースをお求めください。詳しくはダイハツサービス工場にご相談ください。",222,いざというときに,工具類,,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=222,page222_1.png,page222_2.png,page223_1.png,page223_2.png,page223_3.png,page224_1.png,page224_2.png,page224_3.png,page224_4.png,page225_1.png
"大分類：いざというときに,小分類：いざというときの処置以下の文章についての説明：エンジンがかからないときの処置について説明しているいざというときの処置
エンジンがかからないとき
燃料カットシステム
外部から強い衝撃を受けてエンジンが止まってしまった場合、燃料カットシステムが作動している可能性があります。燃料カットシステムはエンジンへの燃料の供給を停止させることにより火災などの二次災害を防止する装置です。
▼ エンジンを再始動するには
エンジンを再始動する際にはエンジンスイッチを“OFF”または“ACC”に戻してから行ってください。
警告
● 燃料漏れのおそれがあるとき、また、燃料のにおいがするときは、エンジンを再始動せずに、お近くのダイハツサービス工場にご連絡ください。",228,いざというときに,いざというときの処置,エンジンがかからないときの処置について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=228,,,,,,,,,,
"大分類：いざというときに,小分類：いざというときの処置以下の文章についての説明：スタック・立ち往生・タイヤが空転してしまったときの処置について説明しているスタック（立ち往生）したとき
スタックから脱出するには
ぬかるみや砂地、深雪路などでタイヤが空転したり、埋まり込んで動けなくなったときは、下記の手順にしたがって脱出操作をしてください。
▼ 脱出操作をする前に
● 必ず周囲に他の車、物、または人がいないことを十分に確認してください。
スタックから脱出する際に、車が前後に飛び出したり、あてがった石や木が飛散したりするおそれがあり危険です。
●シフトレバーを操作するときは、アクセルペダルを踏んだまま操作しないでください。車が急発進したり、トランスミッションなどに重大な損傷をあたえるなどして思わぬ事故につながるおそれがあり危険です。
●タイヤを高速で回転させないでください。タイヤがバースト（破裂）したり、異常過熱するため思わぬ事故につながるおそれがあります。
●アクセルペダルを過度に踏んで空ぶかししたり、タイヤを空転させないでください。トランスミッ
ションなどを損傷し、思わぬ事故につながるおそれがあります。

注意
数回試して脱出できないときは、脱出操作を中止し、けん引による救援を依頼してください。（けん引されるとき→231ページ）

知識
TRCの作動で脱出しにくいときは、TRCを停止してください。（VSC&TRC OFFスイッチ→147ページ）

脱出手順
1. 駐車ブレーキをかけ、シフトレバーをCVT車はPレンジに、マニュアル車はニュートラルに入れ、エンジンを停止します。
2. タイヤ前後の土や雪などを取り除きます。
3. スリップしているタイヤの下に、石や木などをあてがい滑り止めにします。
4. エンジンを始動します。
5. シフトレバーをCVT車はDまたはRレンジに、マニュアル車は1速またはRに確実に入れ、注意しながら、アクセルペダルを軽く踏みます。",229,いざというときに,いざというときの処置,スタック・立ち往生・タイヤが空転してしまったときの処置について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=229,,,,,,,,,,
"大分類：いざというときに,小分類：いざというときの処置以下の文章についての説明：故障したときの処置について説明しているいざというときの処置
故障したとき
エンスト
安全な場所まで移動してください。
付近に人がいる場合は押してもらってください。
注意
● 車を押す場合、シフトレバーはニュートラルに入れてください。
知識
● 緊急を要する場合は発炎筒で合図してください。
踏切内の場合
踏切内で動かなくなったり、脱輪などですぐ動かせない場合は、ただちに踏切の非常ボタンを押してください。
発炎筒
発炎筒は高速道路や踏切内での故障など、非常事態が発生したときに使用する非常信号用具です。
▼ 設置場所
グローブボックスの下に設置されています。
注意
● 非常用信号としてのみお使いください。
●お子さまに絶対触らせないでください。いたずらなどにより発炎筒が発火し、思わぬ事故につながるおそれがあります。
● 発炎筒を使うとき、顔や体に向けるとやけどの危険があるのでさけてください。
●ガソリンなどの可燃物のそばで使用すると、火災をまねく危険がありますのでさけてください。
●トンネル内では使用しないでください。トンネル内では非常点滅灯や懐中電灯で合図してください。
知識
● 使用方法は、発炎筒に記載されています。あらかじめよく読んでください。
● 発炎筒を使うときは、非常点滅灯も点滅させてください。
● 発炎筒には有効期限がありますので、事前に確認しておいてください。",230,いざというときに,いざというときの処置,故障したときの処置について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=230,page230_1.png,,,,,,,,,
"大分類：いざというときに,小分類：いざというときの処置以下の文章についての説明：けん引されるときの方法や注意点などについて説明しているけん引されるとき
故障車の移動は、ダイハツサービス工場、または専門業者に依頼し、車両積載車で 4 輪とも持ち上げて運搬してください。
（別冊の「メンテナンスノート」巻末のダイハツサービス網、JAF ロードサービスを参考にしてください。）
警告
● 後輪だけを持ち上げたけん引は、車両が不安定になるので、行わないでください。
やむを得ず、ロープによるけん引をするときは、下記の注意にしたがってください。
▼ けん引を行う前に
注意
● 他車をけん引する能力はありません。車体のいずれかにロープをかけるなどのけん引はしないでください。
●ロープによるけん引を行う前に、駆動系に故障がないことを、ダイハツサービス工場にご確認ください。
駆動系に故障の可能性がある場合は、ロープによるけん引はしないでください。
● 下記の場合は、駆動系の故障が考えられるため、ロープによるけん引はせずにダイハツサービス工場にご連絡ください。
●エンジンはかかるが車が動かない
● 異常な音がする
● CVT 車の場合、ロープによるけん引をするときの速度は 30km/h 以下、けん引距離は50km 以内にしてください。この速度・距離を超えると、トランスミッションに悪影響をおよぼし、損傷するおそれがあります。
●エンジンスイッチが故障したときは、ハンドルロックが解除できないため、ロープによるけん引はできません。
●けん引される車は、下記の事項を守って慎重に運転してください。通常と同じ感覚で運転すると、事故につながるおそれがあります。
●できるだけ人や荷物をおろし、車体を軽くしてください。
●エンジンスイッチはハンドルロックを解除させるために“ON”にし、シフトレバーはニュートラルにしてください。
●エンジンが停止していると、いつもよりハンドル操作が重くなりますので、できるだけエンジンを始動してください。また、ブレーキの効きが悪くなりますので、通常より強めにブレーキペダルを踏んでください。
● 長い下り坂では、ブレーキが過熱して、効かなくなるおそれがありますので、けん引しないでください。


■けん引の方法
- 前の車の制動灯に注意して、常にけん引ロープをたるませないように気を付けてください。
- けん引ロープには必ず白い布（30cm四方以上）を付けてください。

■ロープをかける位置
- ロープは必ずけん引フックにかけてください。
- けん引フックは、トランク内のラゲージアンダーボックスに格納しています。（格納場所→216ページ）

▼けん引フックの取り付けかた
1. カバーを外す
- 薄刃のマイナスドライバーなどをカバーの切りかきに差し込みます。（傷付き防止のため、ドライバーの先端に布などを巻いてください）
2. けん引フックを差し込み、ホイールナットレンチでしっかりと固定する

■知識
- けん引が終わったら、けん引フックを取り外し、カバーを確実に取り付けてください。",231,いざというときに,いざというときの処置,けん引されるときの方法や注意点などについて説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=231,page232_1.png,page232_2.png,page232_3.png,,,,,,,
"大分類：いざというときに,小分類：いざというときの処置以下の文章についての説明：パンクしてしまったときの処置について説明しているパンクしたとき
高速走行中にパンクやバースト（破裂）したときは、ハンドルをしっかり持って、徐々にブレーキをかけてスピードを落としてください。急ブレーキをかけるとハンドルを強く取られ危険です。",233,いざというときに,いざというときの処置,パンクしてしまったときの処置について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=233,,,,,,,,,,
"大分類：いざというときに,小分類：いざというときの処置以下の文章についての説明：バッテリーが上がってしまった時の処置について説明している
バッテリーあがりの処置
下記のような症状が見られるとバッテリーあがりが考えられます。
● スターターが回らない
● スターターが回っても回転が弱く、なかなかエンジンがかからない
● ヘッドランプがいつもより暗い
● ホーンの音が小さい、または鳴らない
● 電子カードキーでドアが解錠しない
処置のしかた
▼ 処置を行う前に
警告
● 火気をバッテリーに近付けないでください。バッテリーから発生する可燃ガスにより爆発するおそれがあり危険です。
● バッテリー液が万一皮膚や目に付いてしまったら、その箇所を多量の水で十分洗浄して、ただちに医師の診断を受けてください。バッテリー液には希硫酸が含まれており、毒性、腐食性があります。
● 処置の手順でブースターケーブルをバッテリーあがり車のバッテリーの マイナス端子に接続しないでください。火花が発生し、バッテリーから発生する可燃ガスに引火する危険があります。
● バッテリーの液量がバッテリー側面に表示されている下限（LOWER LEVEL）以下になったまま使用または充電をしないでください。バッテリーの破裂（爆発）の原因となるおそれがあります。
●ブースターケーブルを接続するとき、端子と端子を絶対に接触させないでください。火花が発生し、引火する危険があります。
● 押しがけによる始動はできません。
● 必ず 12V バッテリー車と接続してください。
●ブースターケーブル接続の際には、プラス端子をボデー金属部や マイナス端子に接触させたり、逆に接続しないでください。
●ケーブルが冷却ファンやベルトに巻き込まれないように、接続には十分注意してください。

▼処置の手順
1. バッテリーのプラス端子のカバーを外す
2. 1本目のブースターケーブルを以下の順に接続する
  ①バッテリーあがり車の端子
  ②救援車の端子
3. 2本目のブースターケーブルを以下の順に接続する
  ③救援車の端子
  ④未塗装の金属部（図に示すような固定された部分）
4. 救援車のエンジンを始動し、少しエンジン回転を高めに保つ
5. バッテリーあがり車のエンジンを始動する
6. ブースターケーブルを接続順序の逆で外す

注意
バッテリーあがりを防ぐために
●下記のことをお守りください。
  - エンジンを止めたままライトをつけたり、オーディオを長時間使用しない
  - エンジン回転中でも渋滞などで長時間止まっている場合は、不要な電装品の電源を切る",234,いざというときに,いざというときの処置,バッテリーが上がってしまった時の処置について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=234,page234_1.png,,,page232_4.png,,,,,,
"大分類：いざというときに,小分類：いざというときの処置以下の文章についての説明：バッテリーを交換するときの注意点について説明しているバッテリーを交換するときは

警告
●バッテリーを固定する金具やバッテリー端子のナットを外したあとは、確実に締め付けてください。走行中にゆるんで外れると、ショートの原因となり、火災につながるおそれがあり危険です。

注意
CVT車では
●バッテリーを交換するときは、この車専用のダイハツ純正バッテリーに交換してください。専用バッテリー以外を使用すると、バッテリーの早期劣化やeco IDLEによるアイドリングストップが正常に作動しなくなる原因となります。
●バッテリーの端子から直接電装品の電源をとらないでください。eco IDLEによるアイドリングストップが正常に作動しなくなります。(eco IDLE専用バッテリー 159ページ)

知識
●バッテリー液量が減っていると充電能力が低下して寿命が短くなります。ときどき点検して液の補充をしてください。
●バッテリーを交換したとき、新しいバッテリーは、バッテリーを設置するトレイの車両後方側に設置してください。",235,いざというときに,いざというときの処置,バッテリーを交換するときの注意点について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=235,,,,,,,,,,
"大分類：いざというときに,小分類：いざというときの処置以下の文章についての説明：オーバーヒートしてしまったときの処置について説明しているオーバーヒートの処置
下記の状態がオーバーヒートです。
●水温警告灯が赤色に点滅・点灯し、警告ブザーが鳴ったとき
●ボンネットから蒸気が立ちのぼり、エンジンの出力が低下したとき

処置のしかた
車を安全な場所に止め、以下の処置をしてください。
警告
処置を行う前に
●水温が高いときは、ラジエーターキャップを外さないでください。冷却水の圧力がラジエーターキャップにかかっているので、蒸気や熱湯が吹き出し、大変危険です。
●冷却ファンに絶対に触れないでください。突然、ファンが回転するため、大変危険です。

処置の手順
1. ボンネットから蒸気が出ているとき
● エンジンを止めて、蒸気が出なくなるまでボンネットを開けないでください。
蒸気が出なくなったらエンジンを始動しボンネットを開け、風通しを良くします。
2. ボンネットから蒸気が出ていないとき
● エンジンをかけたままボンネットを開け、風通しを良くします。
3. 1 または 2 の処置を行ったあと、エンジンルームをチェックする
● 下記のような状態であれば、ただちにエンジンを止めてダイハツサービス工場にご連絡ください。
● 冷却ファンが回転していないとき
● ホース類などから蒸気や熱湯が漏れているとき
● ラジエーターリザーバータンクの水がないとき
● ファンベルトが切れているとき
4. 水温警告灯が消灯し、警告ブザーが止まったらエンジンを止める
5. エンジンが十分に冷えてから冷却水の量、ファンベルトのゆるみ、ラジエーターのコア（放熱部）の著しい汚れやゴミの付着の有無などを点検する
6. 冷却水が不足しているときは、補給する
● 冷却水の補給は、別冊の「メンテナンスノート」を参照してください。
注意
● 冷却水は、エンジンが熱いときに入れないでください。急に冷たい冷却水を入れると、エンジンが損傷するおそれがあります。冷却水は、エンジンが十分に冷えて
からゆっくりと入れてください。
知識
オーバーヒートを防ぐために
●日頃から冷却水の量と冷却水の漏れがないかを点検するように心がけてください。（冷却装置、冷却水の点検は別冊の「メンテナンスノート」参照",236,いざというときに,いざというときの処置,オーバーヒートしてしまったときの処置について説明している,https://www.daihatsu.co.jp/service/torisetu/copen/pdf/copen_2302.pdf#page=236,,,,,,,,,,
